FIPS,pre_Grocery Stores,pre_Gasoline Stations,pre_Building Dealers,storm,state,landfall_date,order,forecast_wind,forecast_tp,year,fraction_pop_under_5,fraction_pop_over_65,dis_5to64_rate,lmt_english,no_vehicle_rate,median_income,white_fraction,sig_Grocery Stores,sig_Gasoline Stations,sig_Building Material and Supplies Dealers,Grocery Stores density,Gasoline Stations density,Building Dealers density,storm_beta,storm_claudette,storm_delta,storm_elsa,storm_helene,storm_henri,storm_ida,storm_laura,storm_milton,storm_zeta,state_LA,state_NC,state_NJ,state_NY,state_SC,state_TX,order_x_wind
22029,1.1227420101899028,1.0656990068754773,1.1568345323741007,delta,LA,2020-10-09,1,27.4546033987288,349.2211608886719,2020,6.1,17.6,0.185,0.0019129603060736,0.1194006057707635,0.036156999999999995,0.543532937336116,0,1,1,0.0272596843615494,0.0258249641319942,0.0114777618364418,False,False,True,False,False,False,False,False,False,False,1,0,0,0,0,0,27.4546033987288
22031,1.0846482819643115,1.0578344162181756,1.1387220098306936,delta,LA,2020-10-09,1,19.5470162571126,420.27777099609375,2020,6.2,17.7,0.1644681586878118,0.0068843430369787,0.1022816679779701,0.045363999999999995,0.5640011934954497,0,0,1,0.0159817351598173,0.026255707762557,0.0045662100456621,False,False,True,False,False,False,False,False,False,False,1,0,0,0,0,0,19.5470162571126
22033,1.0886042494548955,1.083312529622675,1.04055813793044,delta,LA,2020-10-09,1,14.1752044657443,163.703125,2020,6.4,14.4,0.1142875454915314,0.0209630636887288,0.0804731863039761,0.058167,0.418920664388405,1,1,0,0.5076923076923077,0.4505494505494505,0.3142857142857143,False,False,True,False,False,False,False,False,False,False,1,0,0,0,0,0,14.1752044657443
22035,0.8794520547945205,1.095770709542118,1.3548387096774197,delta,LA,2020-10-09,1,11.2827471031629,256.8819580078125,2020,4.9,15.8,0.1151919866444073,0.0,0.1450519656574785,0.025049,0.2726907092103499,0,1,1,0.0142857142857142,0.0142857142857142,0.0023809523809523,False,False,True,False,False,False,False,False,False,False,1,0,0,0,0,0,11.2827471031629
22037,0.947724708537044,1.1189841448014597,0.9708737864077668,delta,LA,2020-10-09,1,13.9943131555599,137.69444274902344,2020,4.7,18.3,0.1126737396167448,0.0,0.086963190184049,0.058125,0.5840114642509852,0,1,0,0.0154525386313465,0.0419426048565121,0.0066225165562913,False,False,True,False,False,False,False,False,False,False,1,0,0,0,0,0,13.9943131555599
22039,1.098572769025631,1.1054622842279502,1.148102053515868,delta,LA,2020-10-09,1,31.8955630534731,581.4895629882812,2020,6.8,15.2,0.2088710012032695,0.0172242464392182,0.1063265982113282,0.032465,0.6541576506955178,1,1,0,0.0422960725075528,0.0287009063444108,0.0075528700906344,False,False,True,False,False,False,False,False,False,False,1,0,0,0,0,0,31.8955630534731
22041,1.1548472929199445,1.1162020264641492,1.092428306168764,delta,LA,2020-10-09,1,23.8716250213924,286.5625,2020,6.7,18.0,0.1032180152021027,0.0020607226267344,0.0449237532628108,0.03825,0.6286032163446951,1,1,1,0.0224358974358974,0.0336538461538461,0.0080128205128205,False,False,True,False,False,False,False,False,False,False,1,0,0,0,0,0,23.8716250213924
22043,1.044396387228088,1.1505188347221906,1.282051282051282,delta,LA,2020-10-09,1,32.6787302392007,615.5812377929688,2020,5.6,14.6,0.1413355182302335,0.0003040900106431,0.0776949977193249,0.052779000000000006,0.7523117867292165,0,1,0,0.0217729393468118,0.0186625194401244,0.0015552099533437,False,False,True,False,False,False,False,False,False,False,1,0,0,0,0,0,32.6787302392007
22045,1.1849405548216645,1.177267261993218,1.171875,delta,LA,2020-10-09,1,22.2298569541321,166.1062469482422,2020,6.9,15.2,0.1376856890719223,0.0141963516499981,0.1030827433794059,0.052278,0.5515880392970013,1,1,1,0.0994764397905759,0.0820244328097731,0.0349040139616055,False,False,True,False,False,False,False,False,False,False,1,0,0,0,0,0,22.2298569541321
22047,1.0286790618544173,1.0487693710118502,1.0471509496834388,delta,LA,2020-10-09,1,16.7837786513625,142.65625,2020,5.3,15.9,0.1237355916254998,0.0083234244946492,0.0845147717918229,0.052994,0.4838464336496809,0,0,0,0.0404530744336569,0.0323624595469255,0.0161812297734627,False,False,True,False,False,False,False,False,False,False,1,0,0,0,0,0,16.7837786513625
22049,1.0853550107963927,1.1028410638104746,1.2179887570268582,delta,LA,2020-10-09,1,28.5775400159203,387.9903869628906,2020,5.3,20.3,0.1612189963468563,0.0096942580164056,0.1070096942580164,0.041298,0.6583726964273834,1,1,0,0.0193321616871704,0.0140597539543057,0.0035149384885764,False,False,True,False,False,False,False,False,False,False,1,0,0,0,0,0,28.5775400159203
22051,1.0555006252362813,1.0810022829863644,1.028931204982121,delta,LA,2020-10-09,1,8.75824051808608,70.5078125,2020,6.4,17.3,0.1162736154001124,0.0509791145100997,0.0720818043600032,0.058637999999999996,0.472763118192481,0,0,0,0.6233333333333333,0.6633333333333333,0.4433333333333333,False,False,True,False,False,False,False,False,False,False,1,0,0,0,0,0,8.75824051808608
22053,1.0748754021302485,1.1111596991429071,1.0927041499330656,delta,LA,2020-10-09,1,28.7583669552643,505.5104064941406,2020,6.8,16.1,0.1392768938013684,0.0030834287727953,0.0608756937714738,0.045578,0.7706976744186047,1,1,1,0.0337941628264208,0.0522273425499231,0.0076804915514592,False,False,True,False,False,False,False,False,False,False,1,0,0,0,0,0,28.7583669552643
22055,1.169007583018549,1.099234088924938,1.1209820785086244,delta,LA,2020-10-09,1,30.8782466145897,274.203125,2020,6.6,13.4,0.0836350735132991,0.0203436986831508,0.0703818758040729,0.063311,0.6224328136569143,1,1,1,0.5708955223880597,0.6417910447761194,0.373134328358209,False,False,True,False,False,False,False,False,False,False,1,0,0,0,0,0,30.8782466145897
22057,1.1529647369724996,1.123600454902212,1.1279907383586312,delta,LA,2020-10-09,1,9.90472381376736,74.7874984741211,2020,6.2,15.6,0.1341665788641871,0.0151323739426562,0.0752499176095792,0.058747,0.7249300408991667,1,1,1,0.0459231490159325,0.0674789128397375,0.0290534208059981,False,False,True,False,False,False,False,False,False,False,1,0,0,0,0,0,9.90472381376736
22059,1.0183959767072526,1.1189844927232149,1.2166405023547882,delta,LA,2020-10-09,1,25.7725528434803,584.65869140625,2020,5.8,16.8,0.1025491906561985,0.0019854401058901,0.0472093536289433,0.052205,0.7614765735920492,0,1,1,0.016025641025641,0.0256410256410256,0.0064102564102564,False,False,True,False,False,False,False,False,False,False,1,0,0,0,0,0,25.7725528434803
22061,1.0978525427014452,1.1305104829153871,1.0661914460285131,delta,LA,2020-10-09,1,22.5930704044269,296.6875,2020,5.4,13.6,0.1076498219171011,0.0222234756613458,0.0892887359693158,0.038458,0.5304570625671543,1,1,1,0.0467091295116772,0.0658174097664543,0.0297239915074309,False,False,True,False,False,False,False,False,False,False,1,0,0,0,0,0,22.5930704044269
22063,1.095113145250047,1.0827377352410128,1.0249160410904783,delta,LA,2020-10-09,1,11.2981778803626,105.4375,2020,6.5,13.2,0.0962076025994836,0.010046622931881,0.0403515286545364,0.071547,0.8073825220337078,1,1,0,0.1018518518518518,0.1157407407407407,0.0293209876543209,False,False,True,False,False,False,False,False,False,False,1,0,0,0,0,0,11.2981778803626
22065,2.0489690721649487,1.0602891031943602,1.094890510948905,delta,LA,2020-10-09,1,16.1446750516961,265.0687561035156,2020,6.7,14.4,0.1730887792848335,0.0032509752925877,0.1274382314694408,0.036875,0.3408206049715483,1,1,0,0.0032051282051282,0.0256410256410256,0.0032051282051282,False,False,True,False,False,False,False,False,False,False,1,0,0,0,0,0,16.1446750516961
